	BC-456	BC-457	BC-458	BC-459	BC-460	BC-461	BC-464	BC-465	BC-466	BC-467	BC-468	BC-469	BC-470	BC-471	BC-472	BC-473	BC-474	BC-475	BC-476	BC-477
A3B232	-3.82435966688345	-3.83262291854301	3.54601343960483	-3.81565633493717	-3.84130658799552	-0.559397950878726	-3.72973320342553	1.56774035177459	-0.835456327256291	-3.79890590319779	0.426526994076334	-3.6626993648972	0.200437411294419	-4.0347419948497	-0.751459697491443	-3.89430757032676	-3.75154949307436	-0.645877909875388	-3.81089206201835	1.30201999962286
A3B233	0.572742241296477	-2.65631170959087	-2.57527124010078	-2.64096908520126	-2.66417088020721	-2.63845437028768	-2.563540007892	0.552635033303804	-2.70361026280532	-2.62583894491389	0.674705875692599	-2.50345595305676	-2.67350873262225	-2.84036208480994	-2.68234602703717	1.22506783845019	-2.58315627156143	-2.65782772760457	-2.63666393868452	-2.64265419077912
A3B234	2.05063663551164	1.45726909780709	0.931681926476889	1.52694308359335	0.50530512484984	2.81188402923337	0.998688581970972	2.43161504102924	2.52248352097329	-2.62450146807095	2.15989994076095	-2.50212018814063	3.31315417800672	-2.83902204211534	1.34286876186637	3.15398889447045	-2.58181936923605	3.38635118275119	-2.63532631977684	2.07695389749982
A3B235	0.0668257879882525	0.0310953677015392	5.25479262640642	1.02053461561519	-0.00240295142364455	-3.1433830080393	-3.06411133327086	1.52363051656973	2.01348707629713	-3.13005047588663	3.20399724430605	-3.00035511133588	-0.0431332316960591	-3.35591238405971	-0.0789800960488334	0.716075217513997	-3.08489179818177	0.943194116241469	-3.14149120481815	-3.14782009531287
A5B224	-0.602966320289712	-0.638289634972015	-3.74179111920574	-3.81466272005725	-3.84031276747798	-0.558404358556904	-3.72874030831736	-0.622297897504835	-0.834468667057398	-3.79791242485112	0.986534492163364	0.243038899834893	0.201424819247233	-4.03374674888475	-3.86167875863784	-0.864782403529576	-3.75055641058208	-3.83330460253026	-3.80989848579003	0.343927123195383
A5B225	0.987801874896379	-3.16301486697808	3.48065884827395	-3.14681047107122	-3.17131174099481	1.03162718050811	-3.06488134833401	4.21124558533833	1.30251505235934	1.09251103190588	4.27178349325986	-3.00112464763967	0.873011440817232	-3.35668428651463	-0.0784568631664971	2.23607736541625	-3.08566196367464	-3.16461551315662	-3.14226176668647	2.95004979968303
A5B226	-3.15358037295556	-3.16224416450749	0.42907555874461	1.02053461561519	-0.00240295142364455	0.11009266114032	-3.06411133327086	2.49525262950005	-3.21260670748148	1.65226588480464	4.82923727903501	-3.00035511133588	0.872488249932659	-3.35591238405971	2.57766268712211	1.26930005026564	-3.08489179818177	-3.16384479994442	-3.14149120481815	3.11840435650104
A5B227	0.987278808842599	-3.1609467316356	1.92806616536669	3.12787976911583	-3.1692434558037	0.111389877083965	1.43562063583536	4.06227899728659	-0.161957411887132	-3.12875341540135	0.171815526094894	-2.99905965972761	-0.0431332316960591	-3.35461291241915	-0.0789800960488334	-3.21993037265396	-3.08359527761629	-3.16254734882282	-3.14019401082561	3.64443752048976
A5B228	0	0	0	3.24475354242268	0.00000000000000128137060152597	0	0	3.20529722091705	3.9608541165857	0	3.30012241158639	0	4.6090547643143	0	-0.00000000000000128137060152597	4.49052851221614	0	0.00000000000000128137060152597	0	0
A5B229	0.573281449591112	-2.65710621199168	1.86459989182697	0.602990071360955	-2.66496544165998	-2.63924873688628	-2.56433377918567	0.551840558472575	-2.70307077126581	-2.62663321419255	-2.62621080189381	-2.50424921518062	0.464761055082842	-2.84115786358222	-2.68180664141933	0.315500179834708	-2.58395020284427	-2.65862224143019	-2.63745829154127	-2.6434485895215
A5B230	-2.64820330000746	0.537821951113741	-2.57447774543027	-2.6401750730176	-2.66337669277545	-2.63766037732815	-2.562746609072	-2.65186808663321	-2.70414992678781	0.673527309330358	-2.62462264333575	-2.50266306241156	-2.67404824584231	-2.83956668245021	1.89744978146586	1.77908720983539	-2.58236271306524	-2.65703358770658	-2.63586995943991	0.597096591895237
A5B231	-3.82485343630445	-3.83311997196584	-0.237664434790133	-3.81615332001039	-3.84180367605115	-0.559894924654958	-3.73022982804094	-3.82908587475065	-0.835950334328696	-3.79940281989582	0.426030079301254	-3.66319569084546	-0.715677951083251	-4.03523979676557	-3.86316015958355	-3.89480486475337	-3.75204621153062	-0.646374969998661	-3.81138902773503	-3.81801773039189
A5B232	0.0673488540420321	0.949228067318899	0.428305453381203	-3.14681047107122	-3.17131174099481	-3.14415358282787	-3.06488134833401	-3.15916123344899	-3.21208337494789	-3.13082095917358	0.169747990642605	0.903621318372469	0.873011440817232	-3.35668428651463	0.835551381848141	-0.193468616590758	-3.08566196367464	0.94242340302927	-3.14226176668647	-3.14859070032333
