	BC 57 PE+	BC 71 PE+	BC 81 PE+	RCC 19 PE+
A20B64	0.570544615840396	0.534326381859893	-2.68062901925464	-2.60515679492542
A20B65	1.36212324238804	-1.87387690782943	-1.88598536254598	1.56782187383232
A20B66	-1.86667119148016	-1.87387690782943	-1.88598536254598	-1.82418050578935
A20B67	-2.65824981802781	-2.66660459742182	1.39217750959161	-2.60515679492542
A20B68	-2.65824981802781	0.534326381859893	-2.68062901925464	-2.60515679492542
A20B69	-1.8493245387146	-1.85652871446073	-1.86863460995935	-1.81733926070497
A20B70	3.22879443386821	3.20093097928171	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A20B71	1.36212324238804	-1.87387690782943	2.18682116630027	1.56782187383232
A20B72	1.55716354360059	1.11690025917336	1.05326099700361	-3.48646779164947
A20B73	4.70733301846969	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A20B74	3.22879443386821	0	3.15608684654603	-0.00000000000000128137060152597
A20B75	0	4.12027211315485	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A20B76	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A20B77	-2.64309387852505	-2.65144729726074	-2.66546945878918	1.72127102018442
A20B78	-2.64141705238168	-2.64977036993735	-2.66379236340278	-2.59852566639326
A20B79	-3.13847769909083	-3.14729908188242	-3.16210037353701	-3.09851456221735
A20B80	-2.62640848977957	0.566170478826909	-2.64878032297664	1.72788340316199
A20B81	-3.16938592305312	0.0227210454903649	-3.19301559089573	-3.1096116660233
A20B82	1.49316376377327	-2.66491240594483	-2.67893665175554	-2.60335102998272
A20B83	-2.62640848977957	0.566170478826909	-2.64878032297664	-2.59371389460439
A20B84	-1.0472285956377	-1.08451896653795	-4.30125840721824	-0.833394131355624
A21B61	-3.83858728505891	-0.646894760881669	-3.8633208556222	0.542963218903402
A21B62	-4.07418598996767	0.036738644941991	-4.09920986497931	-4.01894739839168
A21B63	-1.03286526447303	-1.07015458860152	-4.28689229048309	-0.827677720241659
A21B64	-1.86667119148016	1.32705407145228	1.27010148400004	1.56782187383232
A21B65	1.37946989515361	1.34440226482099	-1.86863460995935	2.50425803706141
A21B66	-3.16938592305312	-3.17820993379135	-3.19301559089573	-3.1096116660233
A21B67	1.37946989515361	-1.85652871446073	-1.86863460995935	1.57466311891671
A21B68	4.1497214962943	0	3.15608684654603	4.88230664485626
A21B69	0.587377381486525	1.4705017432175	-2.66379236340278	-2.59852566639326
A21B70	1.36212324238804	-1.87387690782943	-1.88598536254598	1.56782187383232
A21B71	-2.64141705238168	-2.64977036993735	-2.66379236340278	0.793476713228416
A21B72	-1.86494419261924	-1.87214980009276	3.14503326962212	-1.82232320679329
A21B73	3.22879443386821	3.20093097928171	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A21B74	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A21B75	-2.65824981802781	-2.66660459742182	0.475457827291389	-2.60515679492542
A21B76	0	0	-0.00000000000000128137060152597	3.39200237962168
A21B77	1.37946989515361	2.26374339869412	2.2041719188869	2.50425803706141
A21B78	1.37946989515361	-1.85652871446073	-1.86863460995935	-1.81733926070497
A21B79	-4.47376956230603	-4.48325858226492	-1.34308342813493	-1.01837585955939
A21B80	-4.43767807401221	0.63102164011463	-1.30698481579426	-1.00782846547761
A21B81	-1.22281651806815	-1.2601672925801	-4.47700714031305	-0.0837935254946601
A21B82	1.50830444391262	0.551160609344368	0.49229448314325	-2.59852566639326
A21B83	-3.533824854602	-3.54290272426625	-3.55813075839846	-3.47850313024745
A21B84	-3.13847769909083	-3.14729908188242	-3.16210037353701	1.22308273554902
A22B61	1.53794709541657	0.0227210454903649	-3.19301559089573	1.21198563174307
A22B62	-3.13847769909083	-3.14729908188242	-0.00601352699098345	1.22308273554902
A22B63	0.0886861514042168	0.971342353382524	-0.00764436187454708	0.291740058359716
A22B64	1.36212324238804	1.32705407145228	1.27010148400004	-1.82418050578935
A22B65	2.85800847975509	-1.85652871446073	1.28745223658668	-1.81733926070497
A22B66	-3.13847769909083	-3.14729908188242	-3.16210037353701	0.293487817404325
A22B67	-2.65655773252103	-2.66491240594483	-2.67893665175554	2.27895561487353
A22B68	0	0	-0.00000000000000128137060152597	3.39200237962168
A22B69	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A22B70	4.1497214962943	3.20093097928171	3.15608684654603	-0.00000000000000128137060152597
A22B71	-2.65824981802781	0.534326381859893	0.475457827291389	-2.60515679492542
A22B72	1.37946989515361	-1.85652871446073	1.28745223658668	-1.81733926070497
A22B73	1.01124379720347	0.0536318973992905	-0.00601352699098345	-3.09851456221735
A22B74	1.37946989515361	-1.85652871446073	-1.86863460995935	-1.81733926070497
A22B75	-2.64309387852505	-2.65144729726074	-2.66546945878918	0.791676102039717
A22B76	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A22B77	-1.8493245387146	1.34440226482099	1.28745223658668	1.57466311891671
A22B78	0	0	4.07280652884625	-0.00000000000000128137060152597
A22B79	-3.14010828246399	-3.14892975977232	-3.16373120842058	0.291740058359716
A22B80	-3.54808267811233	1.83438581464746	-3.57239182712946	-0.0910401031389731
A22B81	-4.26315325796252	-4.27257920748766	-4.28838606293962	-0.829251595677091
A22B82	-4.07110687236499	-0.879523196335362	-4.0961302817152	-0.623708347908144
A22B83	-3.54970788260899	-3.55878707184659	-3.57401729800375	-3.48475436257774
A22B84	-3.85085487507678	-3.8600943945342	-3.87559127806897	-3.78137833858451
A23B61	0.585700555343161	-2.65144729726074	0.490617387756852	0.791676102039717
A23B62	0.0741050045867933	-3.16351215192699	0.894490859565547	0.287071336901128
A23B63	1.00961321383031	-3.14892975977232	-0.00764436187454708	-3.10026232126196
A23B64	-2.65655773252103	-2.66491240594483	-2.67893665175554	-2.60335102998272
A23B65	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A23B66	-1.86667119148016	-1.87387690782943	-1.88598536254598	-1.82418050578935
A23B67	0	0	-0.00000000000000128137060152597	3.39200237962168
A25B61	-3.55133454725866	-3.56041383697934	-3.57564423004495	-0.0944654120277928
A25B62	-3.82324233033715	-3.83247956594038	-3.84797265563461	-0.380565949929493
A25B63	2.91805016454061	1.89997612319988	2.40643654970136	2.48996014699475
A25B64	-1.86494419261924	-1.87214980009276	-1.88425807396155	-1.82232320679329
A25B65	0	0	-0.00000000000000128137060152597	-0.00000000000000128137060152597
A25B66	-1.86494419261924	-1.87214980009276	-1.88425807396155	-1.82232320679329
A25B67	-3.51966747357711	-3.52874416095681	-3.54397023113091	-3.4739741908576
A26B61	-1.07164689400436	-1.10893918256109	-4.32568180872843	-4.23212038205696
A26B62	-3.51966747357711	-3.52874416095681	-0.387883384584886	0.847623106908773
A26B63	-4.08446130051194	-0.892878687263042	-0.953400691526221	0.862327026566984
