barcode	sample	count.1	input.1	input.2	input.3	log_fold_change	p	-log10(p)	masked_p (p = 1 if logFC < 0)	-log10(masked_p)	count.normalised (edgeR)	input.normalised (edgeR)	Peptide	HLA	RCC.sample
A1B61	RCC 17 PE+	1	0	0	0	3.16992500144231	1	0	1	0	0.0269318318441593	0	192	A0201	RCC 17
A1B62	RCC 17 PE+	1	0	1	0	1.29545588352617	1	0	1	0	0.0269318318441593	0.00897727728138644	193	A0201	RCC 17
A1B63	RCC 17 PE+	1	1	0	0	1.29545588352617	1	0	1	0	0.0269318318441593	0.00897727728138644	194	A0201	RCC 17
A1B64	RCC 17 PE+	0	0	0	0	0	1	0	1	0	0	0	195	A0201	RCC 17
A1B65	RCC 17 PE+	1	2	1	0	0	1	0	1	0	0.0269318318441593	0.0269318318441593	196	A0201	RCC 17
A1B66	RCC 17 PE+	0	0	3	1	-3.54432051622381	1	0	1	0	0	0.0359091091255458	197	A0201	RCC 17
A1B67	RCC 17 PE+	1	0	1	1	0.506959988719883	1	0	1	0	0.0269318318441593	0.0179545545627729	198	A0201	RCC 17
A1B68	RCC 17 PE+	1	1	1	0	0.506959988719883	1	0	1	0	0.0269318318441593	0.0179545545627729	199	A0201	RCC 17
A1B69	RCC 17 PE+	0	0	2	3	-3.84130225398094	1	0	1	0	0	0.0448863864069322	200	A0201	RCC 17
A1B70	RCC 17 PE+	0	0	0	0	0	1	0	1	0	0	0	201	A0201	RCC 17
A1B71	RCC 17 PE+	1	2	3	3	-1.3112016882943	1	0	1	0	0.0269318318441593	0.0718182182510915	202	A0201	RCC 17
A1B72	RCC 17 PE+	0	0	0	2	-2.66296501272243	1	0	1	0	0	0.0179545545627729	203	A0201	RCC 17
A1B73	RCC 17 PE+	0	0	1	1	-2.66296501272243	1	0	1	0	0	0.0179545545627729	204	A0201	RCC 17
A1B74	RCC 17 PE+	1	0	1	0	1.29545588352617	1	0	1	0	0.0269318318441593	0.00897727728138644	205	A0201	RCC 17
A1B75	RCC 17 PE+	0	0	0	0	0	1	0	1	0	0	0	206	A0201	RCC 17
A1B76	RCC 17 PE+	0	1	1	1	-3.16992500144231	1	0	1	0	0	0.0269318318441593	207	A0201	RCC 17
A1B77	RCC 17 PE+	1	0	1	0	1.29545588352617	1	0	1	0	0.0269318318441593	0.00897727728138644	208	A0201	RCC 17
A1B78	RCC 17 PE+	1	0	3	0	0	1	0	1	0	0.0269318318441593	0.0269318318441593	209	A0201	RCC 17
A1B79	RCC 17 PE+	0	0	1	0	-1.87446911791614	1	0	1	0	0	0.00897727728138644	210	A0201	RCC 17
A1B80	RCC 17 PE+	0	0	1	0	-1.87446911791614	1	0	1	0	0	0.00897727728138644	211	A0201	RCC 17
A1B81	RCC 17 PE+	0	0	0	0	0	1	0	1	0	0	0	212	A0201	RCC 17
A1B82	RCC 17 PE+	0	1	0	1	-2.66296501272243	1	0	1	0	0	0.0179545545627729	213	A0201	RCC 17
