barcode	sample	count.1	input.1	input.2	input.3	log_fold_change	p	-log10(p)	masked_p (p = 1 if logFC < 0)	-log10(masked_p)	count.normalised (edgeR)	input.normalised (edgeR)	Peptide	HLA	RCC.sample
A19B61	BC 81 PE+	0	1	0	1	-3.46459691318593	1	0	1	0	0	0.0388266153190252	1	A0201	RCC 19
A19B62	BC 81 PE+	0	0	1	5	-4.92849302214414	1	0	1	0	0	0.103813950046941	2	A0201	RCC 19
A19B63	BC 81 PE+	1	2	1	1	-2.29882732424437	1	0	1	0	0.0131889551852677	0.0839861785931178	3	A0201	RCC 19
A19B64	BC 81 PE+	3	0	1	2	-0.542591090014892	1	0	1	0	0.0395668655558032	0.055073449001004	4	A0201	RCC 19
A19B65	BC 81 PE+	0	2	1	0	-4.02655093554126	1	0	1	0	0	0.067739344911139	5	A0201	RCC 19
A19B66	BC 81 PE+	1	0	0	1	-0.471849706687539	1	0	1	0	0.0131889551852677	0.0162468336819789	6	A0201	RCC 19
A19B67	BC 81 PE+	17	0	0	0	5.84398255306951	0.0607729830068131	1.21628944603538	0.0607729830068131	1.21628944603538	0.224212238149551	0	7	A0201	RCC 19
A19B68	BC 81 PE+	7	0	0	0	4.59931653404777	0.498257839721254	0.302545859268931	0.498257839721254	0.302545859268931	0.092322686296874	0	8	A0201	RCC 19
A19B69	BC 81 PE+	6	0	1	1	0.922212782237653	1	0	1	0	0.0791337311116063	0.0388266153190252	9	A0201	RCC 19
A19B70	BC 81 PE+	7	1	1	1	0.587718980318434	1	0	1	0	0.092322686296874	0.0614063969560715	10	A0201	RCC 19
A19B71	BC 81 PE+	0	1	1	0	-3.48000563231858	1	0	1	0	0	0.0451595632740927	11	A0201	RCC 19
A19B72	BC 81 PE+	6	1	1	0	0.906804063105007	1	0	1	0	0.0791337311116063	0.0451595632740927	12	A0201	RCC 19
A19B73	BC 81 PE+	1	1	1	0	-1.36897532964956	1	0	1	0	0.0131889551852677	0.0451595632740927	13	A0201	RCC 19
A19B74	BC 81 PE+	3	0	0	0	3.45417469921058	1	0	1	0	0.0395668655558032	0	14	A0201	RCC 19
A19B75	BC 81 PE+	1	0	0	0	2.11103030266902	1	0	1	0	0.0131889551852677	0	15	A0201	RCC 19
A19B76	BC 81 PE+	0	0	0	2	-3.44932726579751	1	0	1	0	0	0.0324936673639577	16	A0201	RCC 19
A19B77	BC 81 PE+	0	1	1	0	-3.48000563231858	1	0	1	0	0	0.0451595632740927	17	A0201	RCC 19
A19B78	BC 81 PE+	0	0	0	0	0	1	0	1	0	0	0	18	A0201	RCC 19
A19B79	BC 81 PE+	0	0	0	1	-2.58288000935656	1	0	1	0	0	0.0162468336819789	19	A0201	RCC 19
A19B80	BC 81 PE+	0	5	2	4	-4.99494760547414	1	0	1	0	0	0.117165781020478	20	B0702	RCC 19
A19B81	BC 81 PE+	1	2	1	0	-0.256100771881205	1	0	1	0	0.0263715939388008	0.0305827297227656	21	B0702	RCC 19
A19B82	BC 81 PE+	0	2	1	3	-4.16580624804294	1	0	1	0	0	0.0654761211915349	22	B0702	RCC 19
A19B83	BC 81 PE+	0	1	2	1	-3.62280373189754	1	0	1	0	0	0.0443691910853572	23	B0702	RCC 19
A19B84	BC 81 PE+	0	7	2	5	-5.32781536395793	1	0	1	0	0	0.147748510743244	24	B0702	RCC 19
A20B61	BC 81 PE+	0	0	1	1	-2.73830694531945	1	0	1	0	0	0.0232622609791796	25	B0702	RCC 19
A20B62	BC 81 PE+	1	1	1	1	-0.265174126749648	1	0	1	0	0.0263715939388008	0.0327380605957674	26	B0702	RCC 19
A20B63	BC 81 PE+	0	2	4	3	-4.73223002315577	1	0	1	0	0	0.100369512660304	27	B0702	RCC 19
A20B64	BC 81 PE+	0	0	1	1	-2.73830694531945	1	0	1	0	0	0.0232622609791796	28	B0702	RCC 19
A20B65	BC 81 PE+	0	0	1	0	-1.93724038370584	1	0	1	0	0	0.0116311304895898	29	B0702	RCC 19
A20B66	BC 81 PE+	0	0	1	0	-1.93724038370584	1	0	1	0	0	0.0116311304895898	30	B0702	RCC 19
A20B67	BC 81 PE+	2	0	1	1	1.14501459668369	1	0	1	0	0.0527431878776017	0.0232622609791796	31	B0702	RCC 19
A20B68	BC 81 PE+	0	0	1	1	-2.73830694531945	1	0	1	0	0	0.0232622609791796	32	B0702	RCC 19
A20B69	BC 81 PE+	0	1	0	0	-1.92754463861565	1	0	1	0	0	0.00947579961658789	33	B0702	RCC 19
A20B70	BC 81 PE+	0	0	0	0	0	1	0	1	0	0	0	34	B0702	RCC 19
A20B71	BC 81 PE+	2	0	1	0	1.9460811582973	1	0	1	0	0.0527431878776017	0.0116311304895898	35	B0702	RCC 19
A20B72	BC 81 PE+	3	0	3	1	0.803667202197801	1	0	1	0	0.0791147818164025	0.0465245219583591	36	B0702	RCC 19
A20B73	BC 81 PE+	0	0	0	0	0	1	0	1	0	0	0	37	B0702	RCC 19
A20B74	BC 81 PE+	1	0	0	0	2.97791534672879	1	0	1	0	0.0263715939388008	0	38	B0702	RCC 19
A20B75	BC 81 PE+	0	0	0	0	0	1	0	1	0	0	0	39	B0702	RCC 19
A20B76	BC 81 PE+	0	0	0	0	0	1	0	1	0	0	0	40	B0702	RCC 19
A20B77	BC 81 PE+	0	1	1	0	-2.72890728134996	1	0	1	0	0	0.0211069301061777	41	B0702	RCC 19
A20B78	BC 81 PE+	0	1	0	1	-2.72890728134996	1	0	1	0	0	0.0211069301061777	42	B0702	RCC 19
A20B79	BC 81 PE+	0	2	0	1	-3.23401611861	1	0	1	0	0	0.0305827297227656	43	B0702	RCC 19
A20B80	BC 81 PE+	0	2	0	0	-2.71955918982539	1	0	1	0	0	0.0189515992331758	44	B0702	RCC 19
A20B81	BC 81 PE+	0	0	1	2	-3.25220799697375	1	0	1	0	0	0.0348933914687693	45	B0702	RCC 19
A20B82	BC 81 PE+	0	0	0	2	-2.73830694531945	1	0	1	0	0	0.0232622609791796	46	B0702	RCC 19
A20B83	BC 81 PE+	0	2	0	0	-2.71955918982539	1	0	1	0	0	0.0189515992331758	47	B0702	RCC 19
A20B84	BC 81 PE+	0	3	2	2	-4.37158538362109	1	0	1	0	0	0.0749519208081228	48	B0702	RCC 19
A21B61	BC 81 PE+	0	1	3	1	-3.92416472172559	1	0	1	0	0	0.056000321574947	49	B0702	RCC 19
A21B62	BC 81 PE+	0	2	2	2	-4.16580624804293	1	0	1	0	0	0.0654761211915349	50	B0702	RCC 19
A21B63	BC 81 PE+	0	4	1	2	-4.36353815383078	1	0	1	0	0	0.0727965899351209	51	B0702	RCC 19
A21B64	BC 81 PE+	1	0	1	0	1.04067496302295	1	0	1	0	0.0263715939388008	0.0116311304895898	52	B0702	RCC 19
A21B65	BC 81 PE+	0	1	0	0	-1.92754463861565	1	0	1	0	0	0.00947579961658789	53	B0702	RCC 19
A21B66	BC 81 PE+	0	0	1	2	-3.25220799697375	1	0	1	0	0	0.0348933914687693	54	B0702	RCC 19
A21B67	BC 81 PE+	0	1	0	0	-1.92754463861565	1	0	1	0	0	0.00947579961658789	55	B0702	RCC 19
A21B68	BC 81 PE+	1	0	0	0	2.97791534672879	1	0	1	0	0.0263715939388008	0	56	B0702	RCC 19
A21B69	BC 81 PE+	0	1	0	1	-2.72890728134996	1	0	1	0	0	0.0211069301061777	57	B0702	RCC 19
A21B70	BC 81 PE+	0	0	1	0	-1.84370354804509	1	0	1	0	0	0.0284946674694318	81	C0401	RCC 19
A21B71	BC 81 PE+	0	1	0	1	-2.60246695120494	1	0	1	0	0	0.0380031895492646	82	C0401	RCC 19
