barcode	sample	count.1	input.1	input.2	input.3	log_fold_change	p	-log10(p)	masked_p (p = 1 if logFC < 0)	-log10(masked_p)	count.normalised (edgeR)	input.normalised (edgeR)	Peptide	HLA	RCC.sample
A22B61	BC 71 PE+	1	0	1	2	0.0227210454903649	1	0	1	0	0.0106636020693153	0.0116594640291712	96	C0401	RCC 19
A22B62	BC 71 PE+	0	2	0	1	-3.14729908188242	1	0	1	0	0	0.00938309171171068	97	C0401	RCC 19
A22B63	BC 71 PE+	2	2	1	0	0.971342353382524	1	0	1	0	0.0213272041386305	0.00954750004341168	98	C0401	RCC 19
A22B64	BC 71 PE+	1	0	1	0	1.32705407145228	1	0	1	0	0.0106636020693153	0.00399609356419106	15	C0401	RCC 19
A22B65	BC 71 PE+	0	1	0	0	-1.85652871446073	1	0	1	0	0	0.00277570323961031	93	C0702	RCC 19
A22B66	BC 71 PE+	0	2	0	1	-3.14729908188242	1	0	1	0	0	0.00938309171171068	81	C0702	RCC 19
A22B67	BC 71 PE+	0	0	0	2	-2.66491240594483	1	0	1	0	0	0.00766337046498011	94	C0702	RCC 19
A22B68	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	90	C0702	RCC 19
A22B69	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	104	C0702	RCC 19
A22B70	BC 71 PE+	1	0	0	0	3.20093097928171	1	0	1	0	0.0106636020693153	0	105	C0702	RCC 19
A22B71	BC 71 PE+	1	0	1	1	0.534326381859893	1	0	1	0	0.0106636020693153	0.00782777879668111	106	C0702	RCC 19
A22B72	BC 71 PE+	0	1	0	0	-1.85652871446073	1	0	1	0	0	0.00277570323961031	107	C0702	RCC 19
A22B73	BC 71 PE+	1	2	0	1	0.0536318973992905	1	0	1	0	0.0106636020693153	0.00938309171171068	96	C0702	RCC 19
A22B74	BC 71 PE+	0	1	0	0	-1.85652871446073	1	0	1	0	0	0.00277570323961031	109	C0702	RCC 19
A22B75	BC 71 PE+	0	1	1	0	-2.65144729726074	1	0	1	0	0	0.00677179680380137	110	C0702	RCC 19
A22B76	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	111	C0702	RCC 19
A22B77	BC 71 PE+	1	1	0	0	1.34440226482099	1	0	1	0	0.0106636020693153	0.00277570323961031	85	C0702	RCC 19
A22B78	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	88	C0702	RCC 19
A22B79	BC 71 PE+	0	2	1	0	-3.14892975977232	1	0	1	0	0	0.00954750004341168	114	C0702	RCC 19
A22B80	BC 71 PE+	5	0	1	3	1.83438581464746	1	0	1	0	0.0533180103465763	0.0154911492616612	115	C0702	RCC 19
A22B81	BC 71 PE+	0	4	2	1	-4.27257920748766	1	0	1	0	0	0.0229266853193134	98	C0702	RCC 19
A22B82	BC 71 PE+	1	2	0	4	-0.879523196335362	1	0	1	0	0.0106636020693153	0.0208781474091808	95	C0702	RCC 19
A22B83	BC 71 PE+	0	0	2	2	-3.55878707184659	1	0	1	0	0	0.0156555575933622	118	C0702	RCC 19
A22B84	BC 71 PE+	0	0	2	3	-3.8600943945342	1	0	1	0	0	0.0194872428258523	75	C0702	RCC 19
A23B61	BC 71 PE+	0	1	1	0	-2.65144729726074	1	0	1	0	0	0.00677179680380137	120	C0702	RCC 19
A23B62	BC 71 PE+	0	1	1	1	-3.16351215192699	1	0	1	0	0	0.0106034820362914	87	C0702	RCC 19
A23B63	BC 71 PE+	0	2	1	0	-3.14892975977232	1	0	1	0	0	0.00954750004341168	122	C0702	RCC 19
A23B64	BC 71 PE+	0	0	0	2	-2.66491240594483	1	0	1	0	0	0.00766337046498011	83	C0702	RCC 19
A23B65	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	124	C0702	RCC 19
A23B66	BC 71 PE+	0	0	1	0	-1.87387690782943	1	0	1	0	0	0.00399609356419106	125	C0702	RCC 19
A23B67	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	126	C0702	RCC 19
A25B61	BC 71 PE+	0	0	3	1	-3.56041383697934	1	0	1	0	0	0.0158199659250632	24	A0201	Virus
A25B62	BC 71 PE+	0	2	2	1	-3.83247956594038	1	0	1	0	0	0.0173752788400928	13	A0201	Virus
A25B63	BC 71 PE+	4	0	1	2	1.89997612319988	1	0	1	0	0.0426544082772611	0.0116594640291712	6	A0201	Virus
A25B64	BC 71 PE+	0	0	0	1	-1.87214980009276	1	0	1	0	0	0.00383168523249005	16	A0201	Virus
A25B65	BC 71 PE+	0	0	0	0	0	1	0	1	0	0	0	5	A0201	Virus
A25B66	BC 71 PE+	0	0	0	1	-1.87214980009276	1	0	1	0	0	0.00383168523249005	10	A0201	Virus
A25B67	BC 71 PE+	0	2	1	1	-3.52874416095681	1	0	1	0	0	0.0133791852759017	20	B0702	Virus
A26B61	BC 71 PE+	1	1	1	5	-1.10893918256109	1	0	1	0	0.0106636020693153	0.0259302229662516	3	A0201	Virus
A26B62	BC 71 PE+	0	2	1	1	-3.52874416095681	1	0	1	0	0	0.0133791852759017	14	B0702	Virus
A26B63	BC 71 PE+	1	1	0	5	-0.892878687263042	1	0	1	0	0.0106636020693153	0.0219341294020606	21	B0702	Virus
