barcode	sample	count.1	input.1	input.2	input.3	log_fold_change	p	-log10(p)	masked_p (p = 1 if logFC < 0)	-log10(masked_p)	count.normalised (edgeR)	input.normalised (edgeR)	Peptide	HLA	RCC.sample
A19B61	BC 57 PE+	1	1	0	1	0.587377381486525	1	0	1	0	0.0099353187106516	0.00598295788478473	1	A0201	RCC 19
A19B62	BC 57 PE+	3	0	1	5	0.607883362763211	1	0	1	0	0.0298059561319548	0.0209663041535797	2	A0201	RCC 19
A19B63	BC 57 PE+	1	2	1	1	-0.290873039708903	1	0	1	0	0.0099353187106516	0.0121147867083115	3	A0201	RCC 19
A19B64	BC 57 PE+	3	0	1	2	1.53794709541657	1	0	1	0	0.0298059561319548	0.0105575875461608	4	A0201	RCC 19
A19B65	BC 57 PE+	1	2	1	0	0.0886861514042168	1	0	1	0	0.0099353187106516	0.00864521450583854	5	A0201	RCC 19
A19B66	BC 57 PE+	0	0	0	1	-1.86494419261924	1	0	1	0	0	0.00346957220247294	6	A0201	RCC 19
A19B67	BC 57 PE+	12	0	0	0	6.66530903173592	0.000209218146591527	3.6794006495238	0.000209218146591527	3.6794006495238	0.119223824527819	0	7	A0201	RCC 19
A19B68	BC 57 PE+	3	0	0	0	4.70733301846969	0.618715778994524	0.208508808106605	0.618715778994524	0.208508808106605	0.0298059561319548	0	8	A0201	RCC 19
A19B69	BC 57 PE+	19	0	1	1	4.66477795892031	9.98164809287452e-05	4.0007977454313	9.98164809287452e-05	4.0007977454313	0.18877105550238	0.0070880153436879	9	A0201	RCC 19
A19B70	BC 57 PE+	6	1	1	1	2.52476404707426	0.618715778994524	0.208508808106605	0.618715778994524	0.208508808106605	0.0596119122639096	0.00960140102599969	10	A0201	RCC 19
A19B71	BC 57 PE+	4	1	1	0	2.4654042123342	1	0	1	0	0.0397412748426064	0.00613182882352675	11	A0201	RCC 19
A19B72	BC 57 PE+	8	1	1	0	3.44434220906868	0.117843825225513	0.928693168682657	0.117843825225513	0.928693168682657	0.0794825496852128	0.00613182882352675	12	A0201	RCC 19
A19B73	BC 57 PE+	4	1	1	0	2.4654042123342	1	0	1	0	0.0397412748426064	0.00613182882352675	13	A0201	RCC 19
A19B74	BC 57 PE+	2	0	0	0	4.1497214962943	1	0	1	0	0.0198706374213032	0	14	A0201	RCC 19
A19B75	BC 57 PE+	2	0	0	0	4.1497214962943	1	0	1	0	0.0198706374213032	0	15	A0201	RCC 19
A19B76	BC 57 PE+	0	0	0	2	-2.65655773252103	1	0	1	0	0	0.00693914440494588	16	A0201	RCC 19
A19B77	BC 57 PE+	0	1	1	0	-2.64309387852505	1	0	1	0	0	0.00613182882352675	17	A0201	RCC 19
A19B78	BC 57 PE+	1	0	0	0	3.22879443386821	1	0	1	0	0.0099353187106516	0	18	A0201	RCC 19
A19B79	BC 57 PE+	0	0	0	1	-1.86494419261924	1	0	1	0	0	0.00346957220247294	19	A0201	RCC 19
A19B80	BC 57 PE+	1	5	2	4	-1.66654843718184	1	0	1	0	0.0099353187106516	0.0336821035038806	20	B0702	RCC 19
A19B81	BC 57 PE+	0	2	1	0	-3.14010828246399	1	0	1	0	0	0.00864521450583854	21	B0702	RCC 19
A19B82	BC 57 PE+	1	2	1	3	-0.84385140304269	1	0	1	0	0.0099353187106516	0.0190539311132574	22	B0702	RCC 19
